OrderID,ShipDate,ShipMode,AddressID,ShipmentID
CA-2017-151183,2017-10-19,Standard Class,AD000400,SH002261
CA-2017-117009,2017-09-28,Standard Class,AD000400,SH002262
CA-2017-161984,2017-04-15,Standard Class,AD000401,SH002263
CA-2017-166849,2017-04-26,Standard Class,AD000401,SH002264
CA-2016-159730,2016-09-21,Standard Class,AD000401,SH002265
CA-2017-110212,2017-05-05,Standard Class,AD000401,SH002266
CA-2017-129490,2017-09-30,Standard Class,AD000401,SH002267
CA-2016-147123,2016-12-12,First Class,AD000401,SH002268
CA-2017-120719,2017-03-26,First Class,AD000401,SH002269
CA-2017-105669,2017-09-22,Second Class,AD000401,SH002270
CA-2015-102260,2015-09-26,Standard Class,AD000401,SH002271
CA-2016-130400,2016-03-12,Standard Class,AD000401,SH002272
CA-2016-140571,2016-03-19,Standard Class,AD000401,SH002273
CA-2017-100433,2017-08-16,Standard Class,AD000401,SH002274
CA-2014-133851,2014-06-16,Standard Class,AD000402,SH002275
CA-2016-145898,2016-09-26,Same Day,AD000402,SH002276
CA-2016-133697,2016-10-24,Second Class,AD000402,SH002277
CA-2014-149020,2014-01-15,Standard Class,AD000404,SH002278
CA-2016-123617,2016-12-03,Standard Class,AD000404,SH002279
CA-2017-111577,2017-10-21,Standard Class,AD000404,SH002280
CA-2014-141313,2015-01-01,Standard Class,AD000404,SH002281
US-2017-133361,2017-05-17,First Class,AD000404,SH002282
CA-2014-108609,2014-11-02,Second Class,AD000404,SH002283
CA-2015-165554,2015-05-22,Standard Class,AD000404,SH002284
CA-2016-134362,2016-10-02,First Class,AD000405,SH002285
CA-2016-114727,2016-07-24,Standard Class,AD000405,SH002286
CA-2017-100223,2017-07-10,Standard Class,AD000405,SH002287
CA-2017-108000,2017-01-16,Standard Class,AD000405,SH002288
US-2017-128832,2017-04-27,First Class,AD000405,SH002289
CA-2015-115420,2015-05-02,Standard Class,AD000405,SH002290
CA-2014-136742,2014-04-10,Standard Class,AD000406,SH002291
CA-2015-117961,2015-11-30,Standard Class,AD000406,SH002292
CA-2016-158099,2016-09-05,First Class,AD000407,SH002293
CA-2014-105172,2014-04-09,Standard Class,AD000407,SH002294
CA-2014-148488,2014-12-15,Standard Class,AD000409,SH002295
US-2016-154256,2016-06-27,Second Class,AD000409,SH002296
CA-2014-159625,2014-11-28,Standard Class,AD000409,SH002297
US-2016-111563,2016-11-08,Standard Class,AD000409,SH002298
US-2014-158638,2014-09-21,Standard Class,AD000412,SH002299
CA-2015-110947,2015-06-15,Standard Class,AD000412,SH002300
CA-2017-126123,2017-10-18,Standard Class,AD000412,SH002301
CA-2015-113222,2015-11-09,Same Day,AD000412,SH002302
CA-2016-165148,2016-10-24,First Class,AD000416,SH002303
CA-2016-149685,2016-10-15,Standard Class,AD000416,SH002304
US-2015-134558,2015-12-24,Second Class,AD000416,SH002305
CA-2017-159667,2017-11-13,Standard Class,AD000416,SH002306
CA-2014-134061,2014-05-04,Standard Class,AD000417,SH002307
CA-2015-164833,2015-06-04,Same Day,AD000417,SH002308
US-2017-163195,2017-02-21,Second Class,AD000417,SH002309
CA-2017-120222,2017-05-02,Standard Class,AD000417,SH002310
CA-2015-137974,2015-04-18,First Class,AD000417,SH002311
CA-2014-153927,2014-08-13,First Class,AD000417,SH002312
CA-2015-143602,2015-04-28,Second Class,AD000418,SH002313
CA-2016-153318,2016-10-28,First Class,AD000418,SH002314
CA-2017-111220,2017-09-08,Standard Class,AD000418,SH002315
US-2014-127978,2014-03-08,Standard Class,AD000418,SH002316
CA-2017-150707,2017-10-19,Standard Class,AD000420,SH002317
CA-2016-113061,2016-04-26,Standard Class,AD000420,SH002318
CA-2016-105494,2016-11-12,First Class,AD000424,SH002319
CA-2014-150245,2015-01-04,Second Class,AD000424,SH002320
CA-2016-159639,2016-12-02,Standard Class,AD000424,SH002321
US-2017-162068,2017-12-31,Second Class,AD000424,SH002322
CA-2016-140634,2016-10-06,Second Class,AD000425,SH002323
US-2014-147627,2014-01-26,Standard Class,AD000425,SH002324
CA-2014-127159,2014-05-15,First Class,AD000425,SH002325
CA-2017-134607,2017-10-08,Second Class,AD000425,SH002326
CA-2017-166709,2017-11-22,Standard Class,AD000425,SH002327
CA-2016-101987,2016-06-30,Standard Class,AD000425,SH002328
CA-2014-144407,2014-09-15,Standard Class,AD000426,SH002329
CA-2014-127488,2014-09-24,Second Class,AD000426,SH002330
CA-2015-120103,2015-12-29,Standard Class,AD000426,SH002331
CA-2017-147942,2017-04-05,Standard Class,AD000426,SH002332
CA-2015-130659,2015-12-09,Second Class,AD000426,SH002333
CA-2014-120278,2014-11-12,Standard Class,AD000426,SH002334
CA-2016-150658,2016-11-22,Standard Class,AD000426,SH002335
CA-2015-140221,2015-03-09,Second Class,AD000426,SH002336
CA-2016-150077,2016-02-10,Standard Class,AD000426,SH002337
CA-2016-107104,2016-11-30,Standard Class,AD000426,SH002338
CA-2017-160983,2017-10-31,Second Class,AD000427,SH002339
CA-2016-149314,2016-07-07,Second Class,AD000427,SH002340
CA-2016-164672,2016-05-13,Second Class,AD000427,SH002341
CA-2015-131422,2015-11-09,Standard Class,AD000427,SH002342
CA-2016-128923,2016-12-13,Standard Class,AD000427,SH002343
CA-2014-140228,2014-05-03,Standard Class,AD000427,SH002344
CA-2015-167745,2015-09-23,Standard Class,AD000427,SH002345
CA-2016-159912,2016-09-03,Standard Class,AD000427,SH002346
CA-2017-129028,2017-04-03,First Class,AD000427,SH002347
CA-2015-149566,2015-12-10,Standard Class,AD000427,SH002348
CA-2015-126186,2015-09-12,First Class,AD000427,SH002349
US-2016-114622,2016-04-12,First Class,AD000428,SH002350
CA-2015-142202,2015-09-23,Second Class,AD000428,SH002351
CA-2017-143378,2017-09-25,Standard Class,AD000428,SH002352
CA-2017-159506,2017-12-02,Standard Class,AD000428,SH002353
US-2016-112396,2016-02-13,Standard Class,AD000428,SH002354
CA-2017-137596,2017-09-07,Standard Class,AD000433,SH002355
CA-2017-155985,2017-03-25,First Class,AD000433,SH002356
US-2017-105046,2017-07-23,Standard Class,AD000433,SH002357
CA-2016-128307,2016-07-29,Standard Class,AD000433,SH002358
CA-2016-166912,2016-01-17,First Class,AD000433,SH002359
CA-2015-133627,2015-06-07,Standard Class,AD000434,SH002360
US-2017-143028,2017-04-18,Standard Class,AD000434,SH002361
CA-2016-155005,2016-06-15,Second Class,AD000434,SH002362
CA-2017-154123,2017-11-25,Standard Class,AD000434,SH002363
CA-2016-129238,2016-02-04,Standard Class,AD000434,SH002364
CA-2017-123022,2017-09-08,Standard Class,AD000434,SH002365
US-2014-131275,2014-03-24,Standard Class,AD000434,SH002366
US-2017-130603,2017-10-06,Standard Class,AD000434,SH002367
CA-2016-123533,2016-11-30,Standard Class,AD000434,SH002368
CA-2016-165218,2016-03-11,Standard Class,AD000437,SH002369
CA-2016-142958,2016-12-20,Standard Class,AD000437,SH002370
CA-2014-111150,2015-01-04,Standard Class,AD000437,SH002371
CA-2017-155460,2017-04-15,First Class,AD000437,SH002372
CA-2014-156993,2014-07-04,Standard Class,AD000437,SH002373
CA-2017-123981,2017-10-08,Standard Class,AD000437,SH002374
CA-2016-144911,2016-11-30,First Class,AD000437,SH002375
US-2016-131114,2016-12-13,Second Class,AD000437,SH002376
CA-2016-112585,2016-08-02,First Class,AD000437,SH002377
CA-2015-111164,2015-04-15,Standard Class,AD000439,SH002378
US-2016-115455,2016-09-14,Standard Class,AD000439,SH002379
CA-2017-144827,2017-12-27,Standard Class,AD000439,SH002380
CA-2017-155047,2017-08-30,First Class,AD000439,SH002381
CA-2017-105851,2017-03-20,Standard Class,AD000439,SH002382
US-2014-121734,2014-04-16,Standard Class,AD000439,SH002383
CA-2016-142405,2016-06-15,Standard Class,AD000439,SH002384
US-2014-107993,2014-11-30,Standard Class,AD000439,SH002385
CA-2014-158225,2014-09-28,Standard Class,AD000439,SH002386
CA-2016-158841,2016-02-04,Second Class,AD000439,SH002387
CA-2017-123624,2017-11-17,Second Class,AD000439,SH002388
CA-2016-149797,2016-09-20,Standard Class,AD000440,SH002389
CA-2017-165029,2017-11-30,Standard Class,AD000440,SH002390
CA-2017-118857,2017-04-18,First Class,AD000440,SH002391
CA-2014-160066,2014-11-22,Standard Class,AD000440,SH002392
CA-2017-145702,2017-05-24,Second Class,AD000440,SH002393
CA-2017-112004,2017-09-28,First Class,AD000440,SH002394
CA-2015-161795,2015-12-23,Second Class,AD000440,SH002395
CA-2016-147109,2016-12-21,Standard Class,AD000440,SH002396
CA-2017-125451,2017-10-24,First Class,AD000440,SH002397
CA-2016-144015,2016-06-26,Same Day,AD000440,SH002398
CA-2014-132962,2014-09-16,First Class,AD000441,SH002399
CA-2017-103611,2017-09-15,First Class,AD000441,SH002400
CA-2015-138534,2015-07-19,Second Class,AD000441,SH002401
CA-2016-108735,2016-04-21,Standard Class,AD000441,SH002402
CA-2015-148712,2015-04-23,Standard Class,AD000441,SH002403
CA-2016-157259,2016-12-28,Standard Class,AD000441,SH002404
US-2017-148866,2017-09-24,Standard Class,AD000441,SH002405
CA-2015-115091,2015-10-09,Standard Class,AD000442,SH002406
CA-2015-103205,2015-12-10,Second Class,AD000442,SH002407
CA-2017-114216,2017-09-06,Standard Class,AD000444,SH002408
CA-2015-160472,2015-07-25,Second Class,AD000444,SH002409
CA-2015-159786,2015-10-17,Second Class,AD000444,SH002410
CA-2016-140081,2016-06-24,Standard Class,AD000445,SH002411
US-2017-104955,2017-03-24,Standard Class,AD000445,SH002412
CA-2016-164350,2016-09-12,Second Class,AD000445,SH002413
CA-2017-143217,2017-11-17,Standard Class,AD000445,SH002414
CA-2016-121020,2016-10-31,Standard Class,AD000445,SH002415
CA-2015-161242,2015-06-08,Standard Class,AD000445,SH002416
CA-2015-148250,2015-12-17,Standard Class,AD000447,SH002417
CA-2016-167983,2016-08-24,Second Class,AD000447,SH002418
CA-2014-155264,2014-10-22,Second Class,AD000447,SH002419
CA-2015-135251,2015-08-10,Standard Class,AD000447,SH002420
CA-2016-105760,2016-06-20,First Class,AD000448,SH002421
CA-2014-163293,2014-09-11,First Class,AD000448,SH002422
CA-2015-109470,2016-01-03,Second Class,AD000448,SH002423
US-2016-128293,2016-06-05,First Class,AD000448,SH002424
US-2016-138408,2016-11-21,Second Class,AD000448,SH002425
CA-2015-159590,2015-07-21,First Class,AD000448,SH002426
CA-2017-131156,2017-04-07,Standard Class,AD000453,SH002427
CA-2016-137743,2016-08-04,Standard Class,AD000453,SH002428
US-2017-158526,2018-01-01,Second Class,AD000453,SH002429
CA-2014-118304,2014-05-04,Standard Class,AD000453,SH002430
CA-2016-101469,2016-07-08,Standard Class,AD000453,SH002431
CA-2014-127166,2014-05-23,Second Class,AD000453,SH002432
CA-2017-136539,2018-01-01,Standard Class,AD000454,SH002433
CA-2015-163090,2015-11-21,Second Class,AD000454,SH002434
CA-2017-119305,2017-12-04,Standard Class,AD000455,SH002435
US-2014-100279,2014-03-14,Standard Class,AD000455,SH002436
CA-2017-107874,2017-11-25,Standard Class,AD000455,SH002437
CA-2017-137022,2017-11-22,Standard Class,AD000455,SH002438
CA-2017-148145,2017-03-23,Standard Class,AD000455,SH002439
CA-2016-127761,2016-11-14,Standard Class,AD000455,SH002440
CA-2017-102414,2017-05-18,Second Class,AD000456,SH002441
CA-2017-158379,2017-09-26,Second Class,AD000456,SH002442
CA-2014-151295,2014-11-16,Standard Class,AD000456,SH002443
CA-2017-128335,2017-10-05,Standard Class,AD000456,SH002444
CA-2016-116526,2016-09-05,Standard Class,AD000456,SH002445
CA-2014-131947,2014-09-22,Standard Class,AD000456,SH002446
CA-2017-152261,2017-03-06,Standard Class,AD000456,SH002447
US-2017-150070,2017-09-12,Standard Class,AD000456,SH002448
CA-2015-112571,2015-09-22,Same Day,AD000457,SH002449
CA-2017-121615,2017-11-09,Standard Class,AD000457,SH002450
CA-2015-134747,2015-10-17,Second Class,AD000457,SH002451
CA-2015-136798,2015-05-12,Standard Class,AD000457,SH002452
US-2014-137155,2014-11-05,Standard Class,AD000457,SH002453
US-2014-115196,2014-09-13,Standard Class,AD000457,SH002454
CA-2017-152142,2017-11-19,Standard Class,AD000458,SH002455
CA-2017-158407,2017-06-10,Standard Class,AD000458,SH002456
CA-2017-162978,2017-05-09,Standard Class,AD000458,SH002457
CA-2017-102834,2017-03-13,Standard Class,AD000458,SH002458
CA-2017-101245,2017-12-03,Standard Class,AD000458,SH002459
US-2016-102239,2016-05-06,First Class,AD000458,SH002460
CA-2015-160059,2015-12-01,Standard Class,AD000459,SH002461
CA-2014-163447,2014-12-31,Standard Class,AD000459,SH002462
CA-2017-162096,2017-11-10,Same Day,AD000459,SH002463
CA-2017-148985,2017-11-15,Second Class,AD000459,SH002464
CA-2017-135279,2017-04-11,First Class,AD000462,SH002465
CA-2015-122371,2015-10-01,Standard Class,AD000462,SH002466
CA-2016-145499,2016-05-31,First Class,AD000467,SH002467
CA-2017-110905,2017-09-15,Second Class,AD000467,SH002468
CA-2017-169285,2017-03-25,Standard Class,AD000467,SH002469
CA-2017-167752,2017-01-18,First Class,AD000467,SH002470
CA-2017-112431,2017-10-14,Second Class,AD000467,SH002471
CA-2014-163419,2014-11-14,Second Class,AD000470,SH002472
CA-2015-119508,2015-12-09,Standard Class,AD000470,SH002473
US-2016-143280,2016-02-26,Standard Class,AD000470,SH002474
CA-2017-101665,2017-12-01,Standard Class,AD000470,SH002475
CA-2017-100314,2017-10-05,Standard Class,AD000471,SH002476
CA-2017-124597,2017-05-05,Standard Class,AD000471,SH002477
CA-2014-162684,2014-08-06,Standard Class,AD000471,SH002478
US-2015-146745,2015-09-08,Standard Class,AD000471,SH002479
US-2016-155404,2016-09-28,Standard Class,AD000471,SH002480
CA-2014-101392,2014-12-13,Standard Class,AD000471,SH002481
US-2017-129224,2017-03-23,Standard Class,AD000471,SH002482
CA-2015-146829,2015-03-10,Same Day,AD000472,SH002483
CA-2017-117863,2017-05-23,Standard Class,AD000472,SH002484
CA-2015-153416,2015-11-29,Standard Class,AD000472,SH002485
CA-2014-146591,2014-01-20,First Class,AD000472,SH002486
CA-2014-140032,2014-09-13,Standard Class,AD000472,SH002487
CA-2015-153549,2015-03-31,Second Class,AD000474,SH002488
US-2015-107349,2015-07-15,First Class,AD000474,SH002489
CA-2017-145884,2017-10-21,Same Day,AD000474,SH002490
US-2014-155817,2014-10-09,Standard Class,AD000474,SH002491
CA-2017-156391,2017-09-28,First Class,AD000474,SH002492
CA-2014-124513,2014-09-25,Standard Class,AD000474,SH002493
CA-2016-100587,2016-12-14,Standard Class,AD000474,SH002494
CA-2014-117639,2014-05-25,Standard Class,AD000477,SH002495
CA-2017-136308,2017-11-16,Same Day,AD000477,SH002496
CA-2015-162537,2015-11-03,Standard Class,AD000478,SH002497
CA-2017-111647,2017-07-07,Standard Class,AD000478,SH002498
CA-2016-131576,2016-11-26,Standard Class,AD000478,SH002499
CA-2015-157770,2015-12-15,First Class,AD000478,SH002500
CA-2014-164315,2014-04-08,Standard Class,AD000478,SH002501
CA-2017-139437,2017-07-08,Standard Class,AD000478,SH002502
CA-2017-131653,2017-02-05,Standard Class,AD000478,SH002503
US-2015-151407,2015-11-12,Standard Class,AD000478,SH002504
CA-2015-121776,2015-02-21,Standard Class,AD000478,SH002505
CA-2015-127544,2015-08-12,Standard Class,AD000478,SH002506
CA-2015-126445,2015-08-31,Standard Class,AD000481,SH002507
CA-2014-169775,2014-09-02,Second Class,AD000481,SH002508
CA-2017-152583,2017-10-30,Same Day,AD000481,SH002509
CA-2017-146346,2017-06-20,First Class,AD000481,SH002510
CA-2015-112823,2015-12-16,Standard Class,AD000481,SH002511
CA-2015-105312,2015-11-09,First Class,AD000483,SH002512
CA-2016-104157,2016-07-29,Standard Class,AD000483,SH002513
CA-2016-162726,2017-01-02,Standard Class,AD000483,SH002514
CA-2017-154137,2017-11-17,Standard Class,AD000483,SH002515
CA-2015-127502,2015-12-14,Standard Class,AD000483,SH002516
US-2017-146906,2017-03-17,Standard Class,AD000483,SH002517
CA-2014-158540,2014-11-26,First Class,AD000486,SH002518
CA-2017-150189,2017-07-10,First Class,AD000486,SH002519
CA-2017-139304,2017-02-02,Standard Class,AD000486,SH002520
CA-2016-151092,2016-08-13,Standard Class,AD000486,SH002521
US-2017-115301,2017-08-02,Standard Class,AD000486,SH002522
CA-2014-156790,2014-08-10,Second Class,AD000486,SH002523
US-2015-126214,2015-12-24,Second Class,AD000488,SH002524
CA-2016-162082,2016-03-17,First Class,AD000488,SH002525
CA-2016-115483,2016-07-18,Second Class,AD000488,SH002526
CA-2016-110492,2016-02-14,First Class,AD000488,SH002527
CA-2014-121769,2014-04-12,Standard Class,AD000488,SH002528
CA-2015-108665,2015-07-10,Standard Class,AD000490,SH002529
CA-2017-116358,2017-11-06,Standard Class,AD000490,SH002530
CA-2017-148012,2017-12-15,Standard Class,AD000490,SH002531
CA-2016-119935,2016-11-14,Standard Class,AD000490,SH002532
US-2015-138093,2015-12-16,Standard Class,AD000490,SH002533
CA-2017-137463,2017-12-20,Second Class,AD000490,SH002534
CA-2017-106964,2017-12-20,First Class,AD000493,SH002535
CA-2015-103954,2015-08-13,Second Class,AD000493,SH002536
US-2014-143707,2014-03-05,Standard Class,AD000493,SH002537
CA-2017-165904,2017-04-11,Standard Class,AD000493,SH002538
CA-2017-113278,2017-01-20,Standard Class,AD000493,SH002539
CA-2016-126529,2016-01-13,Second Class,AD000494,SH002540
CA-2015-153381,2015-09-28,Standard Class,AD000494,SH002541
CA-2014-123253,2014-08-25,Second Class,AD000494,SH002542
CA-2015-142601,2015-04-20,Second Class,AD000494,SH002543
CA-2014-109134,2014-11-10,Standard Class,AD000494,SH002544
CA-2016-109820,2016-11-22,First Class,AD000496,SH002545
CA-2016-136483,2016-12-06,Standard Class,AD000496,SH002546
CA-2014-125171,2014-09-03,Same Day,AD000496,SH002547
CA-2017-107244,2017-09-11,Standard Class,AD000496,SH002548
CA-2014-158470,2014-04-23,Second Class,AD000496,SH002549
CA-2015-127418,2015-06-14,First Class,AD000498,SH002550
CA-2016-163986,2016-09-10,Standard Class,AD000498,SH002551
CA-2015-151785,2015-03-10,Standard Class,AD000498,SH002552
CA-2015-120915,2015-10-03,Second Class,AD000498,SH002553
CA-2016-137127,2016-06-22,Standard Class,AD000498,SH002554
CA-2017-121818,2017-11-21,First Class,AD000499,SH002555
US-2014-137680,2014-03-02,Standard Class,AD000499,SH002556
US-2017-108014,2017-11-25,Standard Class,AD000499,SH002557
CA-2017-105620,2017-12-28,First Class,AD000499,SH002558
CA-2016-127670,2016-03-24,Standard Class,AD000500,SH002559
CA-2017-103877,2017-09-14,Standard Class,AD000500,SH002560
CA-2015-149650,2015-10-27,First Class,AD000500,SH002561
CA-2016-151974,2016-09-29,Standard Class,AD000500,SH002562
CA-2015-145415,2015-04-17,Second Class,AD000500,SH002563
CA-2016-102981,2016-09-09,Second Class,AD000501,SH002564
CA-2014-121167,2014-11-30,Second Class,AD000501,SH002565
CA-2016-121601,2016-10-04,Same Day,AD000501,SH002566
CA-2017-117653,2017-10-23,Standard Class,AD000501,SH002567
CA-2017-115651,2017-07-12,First Class,AD000502,SH002568
CA-2014-159338,2014-06-28,First Class,AD000502,SH002569
CA-2015-163895,2015-08-11,Standard Class,AD000502,SH002570
CA-2015-123155,2015-03-12,First Class,AD000502,SH002571
CA-2017-134635,2017-04-17,Second Class,AD000502,SH002572
CA-2016-162187,2016-12-11,Same Day,AD000502,SH002573
US-2015-160563,2015-10-24,Standard Class,AD000502,SH002574
US-2015-117492,2015-08-09,First Class,AD000502,SH002575
CA-2016-144645,2016-02-08,Standard Class,AD000502,SH002576
CA-2017-141614,2017-06-09,Standard Class,AD000502,SH002577
CA-2015-108259,2015-11-15,Standard Class,AD000502,SH002578
CA-2016-131639,2016-12-23,Standard Class,AD000502,SH002579
CA-2016-169824,2016-12-17,Standard Class,AD000502,SH002580
US-2015-153500,2015-07-05,First Class,AD000506,SH002581
CA-2017-123372,2017-12-02,Standard Class,AD000506,SH002582
US-2016-106313,2016-08-26,Standard Class,AD000506,SH002583
CA-2014-139423,2014-11-05,Standard Class,AD000506,SH002584
CA-2015-130848,2015-10-25,Same Day,AD000506,SH002585
CA-2015-110667,2015-04-08,Standard Class,AD000507,SH002586
CA-2017-100335,2017-09-13,Standard Class,AD000507,SH002587
CA-2017-151358,2017-08-22,Standard Class,AD000507,SH002588
CA-2014-169460,2014-04-21,Second Class,AD000507,SH002589
US-2015-139675,2015-03-18,Second Class,AD000507,SH002590
US-2014-131870,2014-09-11,First Class,AD000507,SH002591
CA-2015-160864,2015-05-06,First Class,AD000507,SH002592
CA-2016-105284,2016-12-01,Standard Class,AD000509,SH002593
CA-2014-166471,2014-08-13,Standard Class,AD000509,SH002594
CA-2016-139395,2016-12-18,Standard Class,AD000509,SH002595
US-2017-169502,2017-09-01,Standard Class,AD000509,SH002596
CA-2017-145660,2017-12-03,First Class,AD000509,SH002597
CA-2017-152135,2017-03-18,Second Class,AD000509,SH002598
CA-2017-152933,2017-10-16,Standard Class,AD000509,SH002599
CA-2015-161263,2015-04-21,Standard Class,AD000511,SH002600
US-2014-112564,2014-04-24,First Class,AD000511,SH002601
US-2016-152051,2016-06-29,Standard Class,AD000511,SH002602
CA-2015-149342,2015-04-25,Standard Class,AD000511,SH002603
CA-2016-156251,2016-08-18,Second Class,AD000511,SH002604
CA-2016-120005,2016-03-03,Same Day,AD000511,SH002605
CA-2016-157686,2016-10-02,First Class,AD000512,SH002606
CA-2017-100202,2017-01-05,Standard Class,AD000512,SH002607
CA-2017-130211,2017-10-22,Same Day,AD000512,SH002608
CA-2016-111941,2016-12-28,Second Class,AD000512,SH002609
CA-2016-111976,2016-03-12,Standard Class,AD000512,SH002610
CA-2014-152254,2014-06-30,Same Day,AD000512,SH002611
US-2017-139955,2017-09-30,Second Class,AD000513,SH002612
CA-2017-156412,2017-12-08,Standard Class,AD000513,SH002613
CA-2016-155530,2016-12-21,Standard Class,AD000513,SH002614
CA-2016-111493,2016-10-22,First Class,AD000513,SH002615
CA-2017-113453,2017-10-28,Standard Class,AD000513,SH002616
CA-2017-162936,2017-08-22,Standard Class,AD000513,SH002617
CA-2015-144652,2015-11-26,Standard Class,AD000515,SH002618
CA-2015-122287,2015-06-23,Standard Class,AD000515,SH002619
CA-2017-152093,2017-09-15,Standard Class,AD000515,SH002620
CA-2017-154102,2017-02-13,Standard Class,AD000515,SH002621
CA-2016-118101,2016-06-26,Same Day,AD000515,SH002622
CA-2015-125934,2015-09-18,Standard Class,AD000515,SH002623
CA-2016-152814,2016-05-02,Standard Class,AD000516,SH002624
CA-2014-140165,2014-05-15,First Class,AD000516,SH002625
CA-2017-167381,2017-09-24,Second Class,AD000516,SH002626
CA-2017-144862,2017-12-05,Standard Class,AD000516,SH002627
CA-2017-127516,2018-01-03,Standard Class,AD000516,SH002628
CA-2017-133095,2017-06-04,Same Day,AD000516,SH002629
CA-2014-154592,2014-12-08,First Class,AD000516,SH002630
CA-2017-106943,2017-11-19,Standard Class,AD000517,SH002631
CA-2014-132612,2014-06-11,Second Class,AD000517,SH002632
CA-2017-141992,2017-06-25,Standard Class,AD000517,SH002633
CA-2017-144036,2017-11-26,Standard Class,AD000517,SH002634
US-2016-142251,2016-11-04,Second Class,AD000517,SH002635
CA-2015-103093,2015-02-07,Standard Class,AD000517,SH002636
CA-2015-132136,2015-03-12,Standard Class,AD000517,SH002637
CA-2016-112578,2017-01-02,Standard Class,AD000517,SH002638
US-2015-115343,2015-09-25,First Class,AD000517,SH002639
US-2017-107979,2017-06-13,Standard Class,AD000517,SH002640
CA-2016-134348,2016-11-19,Standard Class,AD000518,SH002641
CA-2016-119186,2016-05-26,Same Day,AD000518,SH002642
CA-2014-133228,2014-04-09,Standard Class,AD000518,SH002643
CA-2015-134257,2015-03-19,Second Class,AD000518,SH002644
CA-2014-143637,2014-03-29,Second Class,AD000518,SH002645
CA-2015-123939,2015-08-26,Second Class,AD000518,SH002646
CA-2016-161781,2016-09-30,First Class,AD000519,SH002647
CA-2014-136399,2014-12-17,First Class,AD000519,SH002648
CA-2015-108532,2015-09-02,Standard Class,AD000519,SH002649
CA-2016-129308,2016-07-13,Standard Class,AD000519,SH002650
CA-2015-113040,2015-08-31,Standard Class,AD000519,SH002651
CA-2015-104297,2015-05-31,First Class,AD000519,SH002652
CA-2017-132521,2017-09-25,Second Class,AD000520,SH002653
CA-2017-101210,2017-08-28,Second Class,AD000520,SH002654
CA-2016-149902,2016-04-06,Standard Class,AD000520,SH002655
CA-2016-128706,2016-03-02,Standard Class,AD000520,SH002656
CA-2017-148642,2017-03-12,Standard Class,AD000520,SH002657
CA-2015-110016,2015-12-04,Standard Class,AD000521,SH002658
CA-2016-126935,2016-05-24,Standard Class,AD000521,SH002659
CA-2015-111325,2015-02-28,First Class,AD000521,SH002660
US-2015-120502,2015-04-19,Standard Class,AD000521,SH002661
CA-2014-107769,2014-11-01,Standard Class,AD000521,SH002662
CA-2017-117513,2017-03-08,Standard Class,AD000521,SH002663
CA-2016-166163,2016-08-20,Second Class,AD000524,SH002664
US-2014-122959,2014-12-12,Same Day,AD000524,SH002665
CA-2015-109708,2015-05-28,Second Class,AD000524,SH002666
US-2016-101616,2016-09-06,First Class,AD000524,SH002667
CA-2015-112144,2015-07-02,Standard Class,AD000524,SH002668
CA-2017-117114,2017-11-05,Standard Class,AD000524,SH002669
CA-2017-130715,2017-09-20,Standard Class,AD000524,SH002670
CA-2017-130302,2017-09-19,Standard Class,AD000524,SH002671
CA-2015-165085,2015-12-31,Standard Class,AD000527,SH002672
CA-2016-122511,2016-03-11,Same Day,AD000527,SH002673
CA-2017-160423,2017-01-26,Standard Class,AD000528,SH002674
CA-2014-136567,2014-12-21,First Class,AD000528,SH002675
CA-2017-133865,2017-05-12,Standard Class,AD000528,SH002676
CA-2015-132374,2015-02-24,Second Class,AD000528,SH002677
CA-2015-155054,2015-06-19,Standard Class,AD000528,SH002678
CA-2016-164896,2016-11-12,Standard Class,AD000528,SH002679
CA-2017-109211,2017-04-10,Standard Class,AD000528,SH002680
CA-2016-107216,2016-06-17,First Class,AD000530,SH002681
CA-2016-119025,2016-02-28,Standard Class,AD000530,SH002682
CA-2017-105914,2017-10-08,Standard Class,AD000530,SH002683
US-2017-133081,2017-03-15,Standard Class,AD000530,SH002684
CA-2014-161508,2014-07-16,Standard Class,AD000530,SH002685
CA-2016-112340,2016-10-27,Standard Class,AD000532,SH002686
US-2015-105676,2015-12-02,Same Day,AD000532,SH002687
US-2016-157308,2016-08-21,Standard Class,AD000532,SH002688
US-2015-100531,2015-09-29,First Class,AD000532,SH002689
US-2017-107636,2017-05-02,First Class,AD000532,SH002690
CA-2016-136049,2016-12-28,Standard Class,AD000532,SH002691
CA-2015-162166,2015-09-11,First Class,AD000532,SH002692
CA-2016-153598,2016-12-06,First Class,AD000532,SH002693
CA-2016-158806,2016-01-11,Standard Class,AD000532,SH002694
CA-2016-168844,2016-06-06,Standard Class,AD000532,SH002695
CA-2016-144855,2016-07-24,Second Class,AD000535,SH002696
CA-2017-151911,2017-05-05,Second Class,AD000535,SH002697
CA-2016-106558,2016-01-21,Standard Class,AD000535,SH002698
US-2017-117723,2017-08-18,Second Class,AD000535,SH002699
CA-2015-153717,2016-01-01,Standard Class,AD000535,SH002700
CA-2016-127649,2016-10-09,First Class,AD000535,SH002701
CA-2017-144750,2017-08-21,Same Day,AD000535,SH002702
CA-2017-142643,2017-10-20,Standard Class,AD000535,SH002703
CA-2015-142755,2015-09-08,Standard Class,AD000536,SH002704
CA-2017-105053,2017-07-09,Second Class,AD000536,SH002705
CA-2017-165687,2017-11-23,Standard Class,AD000536,SH002706
